order_id,seller_id,order_date,total_amount
Or5693,S231,2023-04-17,491.46
Or5694,S174,2024-04-17,119.94
Or5695,S73,2025-02-17,255.93
Or5696,S514,2021-08-18,298.7
Or5697,S968,2022-09-03,486.49
Or5698,S92,2020-09-04,341.83
Or5699,S406,2022-11-03,267.21
Or5700,S836,2024-11-17,122.4
Or5701,S819,2020-10-16,458.57
Or5702,S334,2023-09-23,392.68
Or5703,S426,2023-08-02,360.89
Or5704,S494,2023-03-04,279.05
Or5705,S224,2024-02-01,24.81
Or5706,S241,2020-09-11,256.53
Or5707,S139,2024-05-18,126.26
Or5708,S334,2023-01-15,72.41
Or5709,S471,2023-11-02,210.94
Or5710,S890,2023-09-27,145.57
Or5711,S736,2025-02-19,167.64
Or5712,S225,2023-07-22,394.64
Or5713,S218,2023-11-18,122.53
Or5714,S717,2022-06-18,46.18
Or5715,S407,2024-07-09,456.93
Or5716,S983,2024-01-06,173.65
Or5717,S676,2021-10-14,482.75
Or5718,S805,2023-10-03,257.48
Or5719,S509,2021-03-03,46.16
Or5720,S47,2020-07-09,215.99
Or5721,S258,2024-02-18,269.79
Or5722,S443,2024-08-26,413.22
Or5723,S128,2021-10-24,30.06
Or5724,S215,2025-05-15,405.27
Or5725,S608,2023-02-23,431.23
Or5726,S758,2024-07-21,272.24
Or5727,S310,2022-05-24,171.19
Or5728,S108,2022-05-24,87.83
Or5729,S615,2021-05-13,133.25
Or5730,S816,2022-07-25,365.41
Or5731,S771,2024-12-29,218.6
Or5732,S228,2023-06-29,382.04
Or5733,S779,2022-11-11,415.33
Or5734,S61,2022-01-02,243.15
Or5735,S963,2022-03-19,88.95
Or5736,S764,2021-01-13,120.1
Or5737,S236,2021-01-07,488.99
Or5738,S314,2024-07-20,278.21
Or5739,S663,2022-04-14,451.33
Or5740,S479,2023-09-08,68.18
Or5741,S352,2025-04-28,100.61
Or5742,S632,2023-01-04,234.2
Or5743,S991,2024-01-12,279.75
Or5744,S185,2022-01-31,77.43
Or5745,S111,2021-07-31,212.59
Or5746,S215,2025-05-08,32.33
Or5747,S24,2022-11-29,158.47
Or5748,S313,2020-11-15,442.1
Or5749,S152,2020-11-05,118.88
Or5750,S559,2023-09-22,363.55
Or5751,S230,2020-09-01,163.87
Or5752,S799,2021-07-23,113.46
Or5753,S458,2023-03-03,93.95
Or5754,S915,2022-06-10,493.73
Or5755,S472,2021-11-09,433.39
Or5756,S979,2020-09-07,185.65
Or5757,S522,2022-07-07,373.65
Or5758,S717,2021-04-13,139.36
Or5759,S747,2023-11-05,198.43
Or5760,S73,2025-01-27,452.06
Or5761,S159,2021-08-08,382.42
Or5762,S363,2020-11-17,226.46
Or5763,S558,2021-11-18,46.4
Or5764,S975,2022-01-24,190.78
Or5765,S179,2022-09-24,240.49
Or5766,S203,2023-07-26,122.59
Or5767,S753,2023-01-17,233.31
Or5768,S757,2023-07-13,499.85
Or5769,S646,2021-02-04,83.68
Or5770,S147,2021-07-22,186.23
Or5771,S404,2021-07-17,485.19
Or5772,S200,2024-04-04,73.88
Or5773,S307,2023-07-29,74.18
Or5774,S550,2020-06-08,219.48
Or5775,S731,2024-07-02,218.92
Or5776,S481,2021-12-29,112.48
Or5777,S434,2021-05-10,243.71
Or5778,S975,2023-12-15,206.58
Or5779,S294,2022-07-26,181.97
Or5780,S712,2022-11-07,28.99
Or5781,S48,2022-10-10,380.37
Or5782,S572,2023-10-03,428.8
Or5783,S594,2024-02-16,244.99
Or5784,S932,2024-05-17,106.66
Or5785,S188,2024-10-14,459.71
Or5786,S817,2024-08-02,497.91
Or5787,S762,2024-11-28,455.0
Or5788,S588,2020-09-23,206.14
Or5789,S257,2023-04-25,11.84
Or5790,S240,2021-07-12,330.08
Or5791,S357,2021-11-21,183.38
Or5792,S461,2025-02-11,331.6
Or5793,S279,2023-05-15,391.88
Or5794,S252,2022-09-02,49.48
Or5795,S385,2024-10-31,29.25
Or5796,S62,2024-02-04,113.98
Or5797,S508,2020-12-24,87.84
Or5798,S797,2024-04-29,88.8
Or5799,S731,2021-02-07,311.82
Or5800,S244,2022-10-29,489.81
Or5801,S479,2025-05-17,231.92
Or5802,S985,2022-01-30,330.51
Or5803,S177,2021-10-12,415.15
Or5804,S868,2023-09-17,262.95
Or5805,S717,2020-12-09,206.57
Or5806,S311,2024-09-12,56.99
Or5807,S385,2020-07-04,182.45
Or5808,S902,2023-12-15,291.14
Or5809,S283,2023-08-12,223.52
Or5810,S355,2022-06-28,24.51
Or5811,S452,2025-04-16,254.88
Or5812,S230,2022-09-10,226.4
Or5813,S872,2025-01-19,76.73
Or5814,S287,2021-06-11,468.73
Or5815,S243,2021-05-08,271.45
Or5816,S84,2024-11-29,480.38
Or5817,S814,2025-06-03,28.35
Or5818,S516,2022-12-08,100.53
Or5819,S725,2021-12-15,48.85
Or5820,S834,2024-09-13,187.22
Or5821,S193,2022-02-25,131.01
Or5822,S841,2025-01-15,221.56
Or5823,S773,2023-09-13,379.31
Or5824,S84,2021-08-24,28.25
Or5825,S86,2021-04-27,470.23
Or5826,S160,2021-05-23,311.39
Or5827,S343,2022-10-22,322.23
Or5828,S755,2023-08-25,461.32
Or5829,S531,2023-09-07,299.74
Or5830,S887,2023-09-26,452.28
Or5831,S662,2022-12-25,232.48
Or5832,S1000,2021-09-05,122.35
Or5833,S174,2021-09-19,224.82
Or5834,S219,2021-11-24,427.01
Or5835,S689,2020-12-22,47.39
Or5836,S509,2024-04-14,371.53
Or5837,S817,2024-06-10,143.65
Or5838,S63,2021-03-15,317.65
Or5839,S183,2023-05-16,382.6
Or5840,S205,2023-11-16,197.94
Or5841,S546,2024-09-06,27.35
Or5842,S537,2025-05-20,452.32
Or5843,S929,2022-11-06,418.89
Or5844,S100,2025-03-19,137.53
Or5845,S658,2024-05-03,138.48
Or5846,S387,2024-03-20,460.21
Or5847,S277,2024-05-24,215.97
Or5848,S140,2025-05-19,318.0
Or5849,S78,2023-12-25,39.85
Or5850,S540,2025-06-06,482.74
Or5851,S839,2022-04-03,297.15
Or5852,S478,2022-09-27,270.74
Or5853,S796,2025-04-01,106.4
Or5854,S523,2021-01-25,131.3
Or5855,S877,2025-02-06,86.94
Or5856,S515,2020-12-10,97.17
Or5857,S915,2023-12-30,179.84
Or5858,S927,2020-07-05,310.27
Or5859,S75,2021-04-11,460.43
Or5860,S952,2021-08-24,457.97
Or5861,S963,2022-08-29,174.24
Or5862,S141,2024-11-18,111.25
Or5863,S192,2022-10-17,419.16
Or5864,S826,2020-10-27,309.91
Or5865,S872,2022-11-17,360.95
Or5866,S224,2023-02-22,221.09
Or5867,S242,2020-09-23,372.75
Or5868,S774,2024-09-22,475.57
Or5869,S925,2021-04-24,439.97
Or5870,S497,2021-04-09,427.05
Or5871,S883,2023-01-22,227.75
Or5872,S765,2024-08-04,11.51
Or5873,S981,2021-06-18,336.55
Or5874,S20,2023-05-15,330.64
Or5875,S565,2022-09-05,388.93
Or5876,S909,2021-06-15,309.66
Or5877,S107,2020-09-26,117.23
Or5878,S378,2021-08-27,478.91
Or5879,S324,2023-12-17,378.14
Or5880,S348,2025-01-05,275.06
Or5881,S295,2023-04-20,165.19
Or5882,S879,2022-08-29,109.32
Or5883,S732,2021-10-22,208.71
Or5884,S173,2023-07-29,473.06
Or5885,S380,2023-01-24,198.86
Or5886,S293,2025-04-18,196.45
Or5887,S677,2025-04-20,430.98
Or5888,S670,2020-07-06,268.18
Or5889,S385,2024-09-20,179.78
Or5890,S897,2025-03-05,240.7
Or5891,S3,2023-05-20,411.96
Or5892,S901,2024-07-21,161.13
Or5893,S473,2021-06-02,128.46
Or5894,S740,2024-11-03,130.36
Or5895,S177,2024-06-10,135.43
Or5896,S828,2022-10-01,88.82
Or5897,S194,2022-07-11,465.52
Or5898,S529,2024-07-09,220.02
Or5899,S820,2020-09-06,104.18
Or5900,S989,2023-07-21,239.77
Or5901,S299,2022-08-05,464.87
Or5902,S585,2023-10-01,137.55
Or5903,S27,2020-07-05,90.77
Or5904,S348,2021-07-17,368.5
Or5905,S581,2021-01-13,484.14
Or5906,S554,2021-10-15,382.97
Or5907,S540,2023-12-21,235.82
Or5908,S25,2021-03-27,19.58
Or5909,S299,2022-11-26,336.24
Or5910,S732,2025-03-22,308.34
Or5911,S262,2023-09-26,254.18
Or5912,S54,2023-02-14,216.22
Or5913,S690,2024-02-03,89.68
Or5914,S443,2024-07-28,372.14
Or5915,S312,2024-10-24,417.41
Or5916,S101,2024-10-08,55.17
Or5917,S619,2022-10-21,116.04
Or5918,S48,2022-09-28,459.51
Or5919,S764,2024-07-10,152.16
Or5920,S900,2023-08-27,364.19
Or5921,S434,2022-10-05,470.31
Or5922,S821,2022-01-01,211.77
Or5923,S250,2021-01-13,131.39
Or5924,S267,2023-11-25,270.22
Or5925,S520,2025-02-19,118.77
Or5926,S948,2024-08-06,212.65
Or5927,S22,2023-04-16,36.34
Or5928,S309,2020-09-05,309.15
Or5929,S964,2020-12-14,214.37
Or5930,S548,2021-07-18,188.07
Or5931,S551,2021-10-07,130.42
Or5932,S113,2024-11-15,438.37
Or5933,S544,2020-09-20,297.14
Or5934,S44,2025-05-15,327.34
Or5935,S645,2021-02-18,117.78
Or5936,S200,2022-11-23,114.72
Or5937,S130,2021-07-12,433.06
Or5938,S236,2023-06-18,117.89
Or5939,S410,2020-10-18,28.07
Or5940,S479,2024-07-07,463.54
Or5941,S190,2022-06-07,284.46
Or5942,S30,2023-11-18,150.43
Or5943,S874,2023-01-21,357.94
Or5944,S560,2020-12-27,311.51
Or5945,S298,2022-07-22,325.65
Or5946,S365,2024-12-23,472.0
Or5947,S916,2023-07-02,252.73
Or5948,S345,2024-12-20,198.86
Or5949,S537,2022-03-17,157.42
Or5950,S732,2024-09-20,26.78
Or5951,S955,2024-10-07,267.6
Or5952,S345,2022-09-06,399.43
Or5953,S623,2022-02-14,407.72
Or5954,S286,2025-01-15,461.51
Or5955,S319,2023-09-16,405.64
Or5956,S525,2021-10-05,307.02
Or5957,S813,2022-05-09,165.41
Or5958,S610,2021-11-03,222.5
Or5959,S863,2022-04-08,334.05
Or5960,S32,2024-03-29,149.17
Or5961,S221,2025-03-15,316.33
Or5962,S624,2023-07-05,339.18
Or5963,S196,2021-06-14,262.36
Or5964,S180,2021-04-17,222.33
Or5965,S590,2024-04-13,370.14
Or5966,S597,2022-07-08,244.91
Or5967,S852,2023-12-01,279.37
Or5968,S303,2021-10-26,26.67
Or5969,S678,2023-10-05,70.19
Or5970,S516,2021-01-07,105.47
Or5971,S33,2022-05-26,124.49
Or5972,S969,2022-07-09,15.78
Or5973,S758,2025-03-30,430.14
Or5974,S6,2020-12-25,375.49
Or5975,S574,2025-04-19,46.98
Or5976,S269,2023-05-12,79.54
Or5977,S55,2022-11-13,273.87
Or5978,S426,2025-05-16,119.63
Or5979,S545,2024-12-11,378.46
Or5980,S475,2020-10-20,450.69
Or5981,S516,2021-05-11,473.96
Or5982,S785,2020-11-06,111.41
Or5983,S734,2025-05-24,270.88
Or5984,S186,2025-01-26,113.61
Or5985,S243,2023-01-26,441.4
Or5986,S591,2020-12-20,185.43
Or5987,S999,2023-01-08,233.81
Or5988,S994,2023-05-28,106.05
Or5989,S687,2021-10-17,454.69
Or5990,S659,2020-06-30,331.51
Or5991,S901,2024-03-05,250.06
Or5992,S646,2021-11-05,79.46
Or5993,S429,2021-06-10,425.3
Or5994,S447,2024-11-29,289.6
Or5995,S823,2024-10-27,486.63
Or5996,S834,2023-05-05,44.34
Or5997,S163,2021-06-19,422.28
Or5998,S157,2021-08-08,188.32
Or5999,S221,2023-03-29,464.2
Or6000,S509,2023-08-13,286.69
Or6001,S391,2021-09-13,150.5
Or6002,S79,2024-11-09,101.09
Or6003,S178,2022-07-08,308.88
Or6004,S147,2021-11-11,499.95
Or6005,S768,2023-12-18,185.36
Or6006,S76,2023-11-07,58.5
Or6007,S114,2022-11-15,378.01
Or6008,S581,2021-11-12,166.24
Or6009,S411,2023-06-08,393.1
Or6010,S170,2024-03-29,243.06
Or6011,S539,2023-04-30,115.6
Or6012,S693,2021-09-11,115.94
Or6013,S772,2023-05-23,301.97
Or6014,S810,2023-04-23,244.12
Or6015,S854,2025-02-20,476.29
Or6016,S879,2025-03-15,378.83
Or6017,S164,2024-07-23,359.06
Or6018,S598,2022-07-10,387.61
Or6019,S774,2021-08-18,358.74
Or6020,S364,2022-08-31,153.37
Or6021,S985,2023-02-20,320.24
Or6022,S61,2024-10-13,420.94
Or6023,S460,2024-07-28,456.54
Or6024,S724,2024-02-08,286.95
Or6025,S651,2025-03-25,45.19
Or6026,S203,2024-09-01,133.88
Or6027,S305,2022-12-24,16.79
Or6028,S381,2020-08-19,22.85
Or6029,S802,2022-08-20,302.21
Or6030,S855,2021-04-19,429.82
Or6031,S452,2025-04-15,51.4
Or6032,S23,2022-05-11,323.01
Or6033,S265,2025-05-31,299.49
Or6034,S439,2024-04-29,377.76
Or6035,S232,2022-12-13,20.55
Or6036,S900,2021-01-19,283.03
Or6037,S942,2021-08-22,214.6
Or6038,S89,2025-05-26,222.09
Or6039,S646,2023-06-07,471.1
Or6040,S316,2022-04-21,27.2
Or6041,S852,2025-02-01,90.97
Or6042,S215,2022-06-23,440.96
Or6043,S394,2021-05-05,97.63
Or6044,S145,2023-01-06,86.56
Or6045,S627,2021-05-11,359.18
Or6046,S33,2020-10-13,449.27
Or6047,S979,2023-05-21,294.16
Or6048,S306,2023-08-08,462.15
Or6049,S845,2023-06-05,161.3
Or6050,S696,2021-01-06,251.96
Or6051,S703,2025-01-15,128.91
Or6052,S379,2024-05-08,48.76
Or6053,S93,2023-09-10,188.66
Or6054,S325,2023-06-12,241.82
Or6055,S722,2021-11-08,303.81
Or6056,S55,2023-07-13,159.98
Or6057,S73,2023-07-10,286.56
Or6058,S531,2024-10-09,298.44
Or6059,S267,2020-08-07,209.25
Or6060,S413,2021-10-22,88.77
Or6061,S193,2021-01-10,410.47
Or6062,S246,2023-11-15,121.16
Or6063,S879,2023-03-07,297.94
Or6064,S575,2021-12-07,421.8
Or6065,S11,2021-04-20,20.84
Or6066,S873,2022-09-20,382.94
Or6067,S478,2023-03-28,481.54
Or6068,S83,2023-11-17,127.64
Or6069,S505,2024-08-11,164.11
Or6070,S211,2022-12-20,31.39
Or6071,S189,2021-03-31,333.53
Or6072,S866,2025-01-06,63.26
Or6073,S755,2021-12-26,235.95
Or6074,S460,2022-05-18,427.43
Or6075,S863,2025-05-13,21.91
Or6076,S421,2021-07-30,112.16
Or6077,S430,2022-07-16,17.25
Or6078,S444,2024-07-16,342.44
Or6079,S809,2024-12-29,102.93
Or6080,S169,2025-05-31,415.34
Or6081,S371,2022-04-13,155.69
Or6082,S760,2022-06-17,453.33
Or6083,S323,2021-11-06,229.26
Or6084,S958,2021-10-14,74.3
Or6085,S793,2022-01-25,229.21
Or6086,S447,2024-09-12,431.12
Or6087,S124,2022-04-22,168.13
Or6088,S931,2021-12-13,227.57
Or6089,S920,2023-09-08,221.41
Or6090,S208,2021-08-19,354.53
Or6091,S299,2023-07-13,290.06
Or6092,S775,2020-11-13,450.21
Or6093,S30,2022-03-20,372.05
Or6094,S538,2021-02-18,466.46
Or6095,S728,2021-04-26,96.07
Or6096,S358,2022-09-17,197.45
Or6097,S887,2023-04-21,221.03
Or6098,S793,2020-07-10,167.61
Or6099,S669,2020-06-11,159.29
Or6100,S836,2022-10-24,288.64
Or6101,S451,2024-01-02,376.48
Or6102,S190,2021-07-12,120.15
Or6103,S134,2023-01-07,84.49
Or6104,S926,2024-04-20,287.51
Or6105,S329,2025-02-05,361.01
Or6106,S972,2024-06-21,469.5
Or6107,S653,2020-12-18,98.42
Or6108,S154,2023-08-26,23.34
Or6109,S229,2021-08-10,450.82
Or6110,S537,2024-03-20,308.41
Or6111,S790,2025-04-17,132.84
Or6112,S234,2024-10-23,39.3
Or6113,S481,2025-03-06,181.28
Or6114,S36,2022-05-31,34.29
Or6115,S697,2021-02-18,142.95
Or6116,S292,2021-04-07,111.52
Or6117,S975,2020-07-09,158.26
Or6118,S971,2024-03-15,482.23
Or6119,S801,2022-06-05,53.84
Or6120,S319,2024-11-26,354.37
Or6121,S976,2025-03-20,40.81
Or6122,S812,2023-02-11,491.05
Or6123,S597,2023-08-08,425.98
Or6124,S673,2024-02-06,363.09
Or6125,S183,2023-12-05,117.38
Or6126,S730,2020-07-20,75.34
Or6127,S246,2021-10-22,294.22
Or6128,S128,2022-09-09,344.76
Or6129,S624,2023-01-14,195.24
Or6130,S58,2024-11-07,60.59
Or6131,S832,2023-12-04,76.19
Or6132,S496,2023-06-07,397.36
Or6133,S692,2021-10-03,423.42
Or6134,S84,2021-12-26,79.35
Or6135,S202,2021-12-06,459.85
Or6136,S525,2020-10-24,135.59
Or6137,S844,2020-08-13,360.26
Or6138,S382,2023-04-02,264.5
Or6139,S457,2020-09-02,446.11
Or6140,S296,2021-02-10,111.72
Or6141,S757,2023-04-22,412.79
Or6142,S605,2024-11-04,214.17
Or6143,S800,2023-05-02,182.06
Or6144,S201,2022-04-07,353.06
Or6145,S106,2020-10-07,85.96
Or6146,S456,2023-03-02,369.47
Or6147,S551,2025-02-13,353.28
Or6148,S449,2023-03-21,79.8
Or6149,S647,2025-05-11,275.43
Or6150,S172,2020-08-25,393.08
Or6151,S916,2021-01-22,118.49
Or6152,S433,2022-06-21,205.0
Or6153,S325,2021-01-15,480.18
Or6154,S405,2020-09-09,361.39
Or6155,S846,2020-09-09,61.04
Or6156,S211,2024-11-27,291.1
Or6157,S47,2025-04-18,389.88
Or6158,S714,2025-06-01,18.75
Or6159,S216,2024-09-12,419.78
Or6160,S491,2025-01-14,347.21
Or6161,S722,2025-05-01,214.87
Or6162,S861,2023-04-21,153.0
Or6163,S707,2024-04-29,277.16
Or6164,S975,2022-05-17,207.28
Or6165,S319,2020-10-09,16.57
Or6166,S120,2020-08-15,396.59
Or6167,S399,2023-03-16,78.98
Or6168,S761,2023-05-06,156.45
Or6169,S154,2022-05-25,68.21
Or6170,S308,2023-11-15,337.51
Or6171,S630,2020-10-09,161.17
Or6172,S723,2022-07-10,169.38
Or6173,S187,2022-05-01,114.75
Or6174,S8,2024-06-27,493.42
Or6175,S772,2021-10-09,87.18
Or6176,S939,2020-07-24,108.46
Or6177,S979,2021-01-19,113.05
Or6178,S364,2021-06-21,18.8
Or6179,S509,2024-05-12,140.77
Or6180,S314,2023-05-23,95.14
Or6181,S679,2023-09-18,344.06
Or6182,S128,2020-09-19,179.25
Or6183,S24,2021-04-15,344.4
Or6184,S768,2024-07-27,176.9
Or6185,S703,2021-06-15,162.21
Or6186,S513,2024-05-28,286.15
Or6187,S967,2020-07-06,150.29
Or6188,S414,2023-11-04,149.18
Or6189,S239,2024-01-01,417.13
Or6190,S965,2021-06-23,336.41
Or6191,S448,2021-10-03,456.98
Or6192,S415,2020-12-27,109.83
Or6193,S218,2021-09-28,439.05
Or6194,S523,2021-12-15,198.2
Or6195,S677,2023-01-31,291.06
Or6196,S206,2021-09-18,245.49
Or6197,S631,2021-12-17,268.65
Or6198,S623,2020-06-11,484.94
Or6199,S372,2025-04-17,349.04
Or6200,S230,2025-02-22,366.96
Or6201,S769,2020-07-25,340.32
Or6202,S676,2021-04-13,117.68
Or6203,S341,2021-05-25,258.23
Or6204,S456,2021-05-13,321.94
Or6205,S535,2023-10-27,348.14
Or6206,S726,2021-11-04,130.08
Or6207,S575,2025-03-11,362.4
Or6208,S616,2024-06-30,197.95
Or6209,S855,2025-02-01,410.4
Or6210,S105,2021-02-17,37.04
Or6211,S793,2025-01-30,493.81
Or6212,S145,2023-07-05,166.37
Or6213,S774,2022-10-05,298.63
Or6214,S689,2024-02-17,73.03
Or6215,S153,2023-08-22,245.22
Or6216,S61,2023-05-08,473.19
Or6217,S706,2022-12-13,487.69
Or6218,S438,2023-09-30,361.21
Or6219,S86,2022-07-18,11.8
Or6220,S10,2024-07-27,443.58
Or6221,S77,2023-10-06,29.84
Or6222,S608,2022-05-19,289.19
Or6223,S268,2023-07-15,168.35
Or6224,S760,2025-01-06,167.65
Or6225,S751,2024-03-28,37.49
Or6226,S590,2021-02-13,489.43
Or6227,S26,2023-07-16,460.58
Or6228,S875,2024-12-08,412.06
Or6229,S281,2022-06-05,395.18
Or6230,S132,2020-08-16,219.6
Or6231,S277,2023-06-04,336.43
Or6232,S418,2021-01-15,488.79
Or6233,S947,2021-01-22,466.67
Or6234,S163,2023-03-19,244.74
Or6235,S515,2024-11-25,482.9
Or6236,S119,2022-01-26,235.99
Or6237,S354,2021-08-30,162.12
Or6238,S32,2021-10-06,26.5
Or6239,S336,2021-01-22,151.27
Or6240,S124,2023-05-27,362.4
Or6241,S288,2023-10-23,141.54
Or6242,S669,2024-11-30,129.22
Or6243,S293,2025-01-13,420.13
Or6244,S718,2024-04-17,70.48
Or6245,S724,2023-09-29,173.99
Or6246,S406,2022-09-20,73.91
Or6247,S264,2021-11-10,404.14
Or6248,S461,2021-11-25,181.18
Or6249,S77,2021-04-13,218.74
Or6250,S532,2023-07-24,366.48
Or6251,S796,2024-09-28,391.17
Or6252,S655,2022-01-10,440.22
Or6253,S441,2024-11-07,139.91
Or6254,S374,2024-04-19,71.43
Or6255,S666,2024-11-02,288.32
Or6256,S782,2023-11-15,135.82
Or6257,S603,2024-10-01,447.66
Or6258,S804,2022-01-10,124.99
Or6259,S160,2022-03-04,257.57
Or6260,S294,2023-04-15,31.76
Or6261,S344,2023-12-20,232.18
Or6262,S478,2021-08-11,168.6
Or6263,S595,2022-08-20,419.5
Or6264,S594,2021-12-19,13.69
Or6265,S417,2025-04-28,74.88
Or6266,S989,2024-10-04,73.48
Or6267,S266,2024-05-17,402.99
Or6268,S86,2022-09-20,377.04
Or6269,S965,2021-03-08,441.43
Or6270,S600,2025-03-11,156.15
Or6271,S629,2023-03-30,285.37
Or6272,S424,2023-07-02,56.77
Or6273,S697,2025-04-19,491.42
Or6274,S845,2021-08-10,131.01
Or6275,S963,2023-07-02,119.28
Or6276,S840,2024-06-11,367.19
Or6277,S94,2023-08-20,352.26
Or6278,S632,2021-01-20,114.17
Or6279,S75,2020-06-21,178.2
Or6280,S420,2020-09-27,470.94
Or6281,S425,2020-12-14,428.25
Or6282,S860,2024-11-24,409.45
Or6283,S856,2023-11-29,340.02
Or6284,S600,2023-09-15,147.44
Or6285,S513,2022-01-27,54.23
Or6286,S839,2020-10-27,381.86
Or6287,S726,2021-08-07,106.24
Or6288,S19,2024-01-01,246.85
Or6289,S117,2020-11-02,399.24
Or6290,S876,2021-05-16,223.82
Or6291,S502,2025-04-07,328.35
Or6292,S275,2021-08-20,480.57
Or6293,S27,2024-08-26,124.64
Or6294,S7,2025-01-24,466.23
Or6295,S451,2020-08-01,222.55
Or6296,S316,2021-11-24,297.24
Or6297,S747,2021-09-06,220.47
Or6298,S458,2021-10-10,183.73
Or6299,S764,2022-03-21,492.34
Or6300,S358,2024-08-31,275.35
Or6301,S281,2024-09-07,444.29
Or6302,S752,2023-01-16,104.45
Or6303,S364,2021-02-26,493.22
Or6304,S736,2025-03-11,246.57
Or6305,S834,2022-11-05,448.03
Or6306,S41,2023-12-05,285.13
Or6307,S743,2020-12-09,377.9
Or6308,S946,2023-04-26,437.4
Or6309,S748,2021-09-07,428.24
Or6310,S521,2025-01-15,357.15
Or6311,S46,2022-04-12,226.97
Or6312,S454,2024-10-17,432.06
Or6313,S261,2021-12-24,396.24
Or6314,S943,2021-11-03,367.0
Or6315,S41,2024-10-04,354.23
Or6316,S691,2023-12-26,99.05
Or6317,S213,2024-08-04,164.31
Or6318,S362,2021-01-03,119.12
Or6319,S999,2024-12-26,147.91
Or6320,S278,2021-05-29,284.38
Or6321,S644,2023-11-06,77.92
Or6322,S593,2023-08-07,243.17
Or6323,S729,2021-11-21,349.49
Or6324,S18,2024-09-05,74.61
Or6325,S402,2021-08-15,424.68
Or6326,S364,2021-04-14,139.1
Or6327,S625,2025-05-02,390.86
Or6328,S604,2023-07-24,195.67
Or6329,S761,2024-10-18,43.14
Or6330,S896,2025-01-02,381.23
Or6331,S557,2021-09-14,155.61
Or6332,S60,2023-07-03,137.89
Or6333,S53,2025-05-08,302.17
Or6334,S746,2022-03-01,459.51
Or6335,S703,2024-05-08,70.36
Or6336,S768,2024-01-21,123.21
Or6337,S733,2022-09-25,136.31
Or6338,S672,2024-05-28,464.69
Or6339,S238,2020-09-12,383.62
Or6340,S579,2022-11-21,428.71
Or6341,S49,2022-10-28,173.94
Or6342,S710,2024-06-07,72.42
Or6343,S748,2021-04-29,151.9
Or6344,S98,2025-05-25,494.42
Or6345,S2,2022-04-19,30.89
Or6346,S288,2022-06-19,450.26
Or6347,S637,2021-07-08,345.61
Or6348,S577,2022-01-27,74.75
Or6349,S416,2022-03-22,462.82
Or6350,S809,2023-01-14,107.94
Or6351,S379,2023-02-12,347.8
Or6352,S138,2021-07-10,351.01
Or6353,S160,2021-07-08,320.95
Or6354,S871,2020-06-16,60.43
Or6355,S730,2023-10-08,111.34
Or6356,S552,2025-02-20,118.99
Or6357,S140,2022-07-31,295.01
Or6358,S329,2020-12-25,342.73
Or6359,S644,2024-05-06,447.36
Or6360,S498,2023-06-06,376.27
Or6361,S187,2021-10-30,415.28
Or6362,S285,2024-09-17,69.75
Or6363,S124,2021-09-28,437.85
Or6364,S813,2024-03-29,164.16
Or6365,S346,2022-04-14,63.57
Or6366,S438,2022-03-21,191.87
Or6367,S70,2023-08-12,242.61
Or6368,S89,2023-11-27,57.3
Or6369,S599,2022-06-04,108.27
Or6370,S297,2020-07-12,358.52
Or6371,S490,2025-03-21,223.3
Or6372,S452,2022-07-20,230.8
Or6373,S539,2022-01-12,300.09
Or6374,S560,2024-03-17,355.2
Or6375,S661,2021-02-03,250.89
Or6376,S6,2021-12-12,383.05
Or6377,S308,2020-12-06,344.48
Or6378,S817,2021-06-05,384.66
Or6379,S937,2023-06-20,313.57
Or6380,S930,2024-01-09,122.93
Or6381,S205,2020-09-30,192.57
Or6382,S1000,2022-10-24,194.06
Or6383,S439,2022-03-07,112.5
Or6384,S987,2022-07-14,79.29
Or6385,S724,2025-04-02,317.22
Or6386,S375,2023-04-21,126.54
Or6387,S385,2024-10-22,396.55
Or6388,S536,2021-02-14,210.41
Or6389,S806,2021-09-28,202.6
Or6390,S228,2021-01-05,124.39
Or6391,S940,2024-08-11,152.52
Or6392,S112,2021-09-06,219.62
Or6393,S579,2024-10-15,373.82
Or6394,S366,2020-09-09,493.38
Or6395,S492,2021-12-02,384.69
Or6396,S910,2021-07-20,321.37
Or6397,S522,2021-07-22,389.65
Or6398,S913,2025-03-07,18.55
Or6399,S325,2021-07-24,288.47
Or6400,S928,2022-09-05,147.68
Or6401,S272,2021-02-18,120.82
Or6402,S534,2024-08-05,302.31
Or6403,S939,2023-06-02,74.75
Or6404,S884,2024-05-02,311.07
Or6405,S216,2023-11-30,33.21
Or6406,S268,2024-04-26,417.54
Or6407,S996,2025-03-27,102.97
Or6408,S803,2021-01-28,402.83
Or6409,S87,2025-05-25,244.94
Or6410,S172,2022-06-24,242.66
Or6411,S669,2025-03-15,331.37
Or6412,S809,2023-12-19,261.22
Or6413,S764,2021-04-08,133.91
Or6414,S271,2024-07-31,128.96
Or6415,S248,2022-12-18,208.79
Or6416,S511,2022-07-10,465.08
Or6417,S913,2024-09-12,260.68
Or6418,S590,2023-04-12,435.49
Or6419,S525,2024-10-01,61.31
Or6420,S701,2024-10-26,205.61
Or6421,S715,2021-09-18,364.25
Or6422,S898,2020-07-11,206.41
Or6423,S294,2023-01-03,67.58
Or6424,S26,2025-03-29,495.55
Or6425,S560,2023-03-12,455.67
Or6426,S58,2021-11-13,346.78
Or6427,S336,2022-04-19,311.44
